,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission
3205,Toyota,2001.0,Nigerian Used,165585.0,2200.0,Petrol,Automatic
3206,Audi,2004.0,Foreign Used,195251.0,3200.0,Petrol,Automatic
3208,Lexus,1999.0,Nigerian Used,404250.0,3000.0,Petrol,Automatic
3209,Honda,2003.0,Nigerian Used,150817.0,2400.0,Electric,Automatic
3210,Honda,2008.0,Nigerian Used,120089.0,3500.0,Petrol,Automatic
3211,Toyota,2003.0,Nigerian Used,299742.0,2400.0,Petrol,Automatic
3212,Mercedes-Benz,2003.0,Nigerian Used,57894.0,1800.0,Petrol,Automatic
3213,Toyota,2006.0,Nigerian Used,146907.0,1800.0,Petrol,Automatic
3214,Honda,2003.0,Nigerian Used,258793.0,2400.0,Petrol,Automatic
3215,Kia,2011.0,Nigerian Used,166988.0,1400.0,Petrol,Manual
3216,Toyota,2005.0,Nigerian Used,83572.0,2400.0,Petrol,Automatic
3217,Peugeot,2008.0,Nigerian Used,459846.0,1900.0,Petrol,Manual
3218,Volkswagen,2006.0,Nigerian Used,141407.0,2000.0,Petrol,Automatic
3219,Lexus,2000.0,Nigerian Used,333387.0,3000.0,Petrol,Automatic
3220,Honda,2005.0,Nigerian Used,470072.0,2400.0,Petrol,Automatic
3221,Honda,2005.0,Nigerian Used,8055.0,3000.0,Petrol,Automatic
3222,Peugeot,2004.0,Nigerian Used,122332.0,1800.0,Petrol,Manual
3223,Audi,2010.0,Foreign Used,159339.0,3200.0,Petrol,Automatic
3224,Peugeot,2014.0,Nigerian Used,66988.0,2400.0,Petrol,Automatic
3226,Audi,2006.0,Foreign Used,256169.0,4100.0,Petrol,Automatic
3227,Toyota,2007.0,Nigerian Used,185183.0,2400.0,Petrol,Automatic
3228,Honda,2003.0,Foreign Used,165951.0,2000.0,Petrol,Manual
3229,Honda,1998.0,Nigerian Used,103161.0,2300.0,Petrol,Automatic
3230,Honda,2005.0,Nigerian Used,230250.0,2500.0,Petrol,Automatic
3231,Toyota,2013.0,Nigerian Used,341049.0,2500.0,Petrol,Automatic
3232,Honda,2000.0,Nigerian Used,108559.0,3500.0,Petrol,Automatic
3233,Peugeot,2008.0,Nigerian Used,224387.0,1500.0,Petrol,Manual
3234,Nissan,2011.0,Nigerian Used,164437.0,2000.0,Petrol,Automatic
3235,Toyota,2004.0,Nigerian Used,299999.0,2000.0,Petrol,Automatic
3236,Mercedes-Benz,2006.0,Nigerian Used,261540.0,3000.0,Diesel,Automatic
3237,Audi,2000.0,Nigerian Used,198852.0,2400.0,Petrol,Automatic
3238,Pontiac,2004.0,Nigerian Used,269821.0,3400.0,Petrol,Automatic
3239,Honda,2007.0,Foreign Used,387617.0,3500.0,Petrol,Automatic
3240,Honda,2000.0,Nigerian Used,108559.0,3500.0,Petrol,Automatic
3241,Peugeot,2014.0,Nigerian Used,66988.0,2400.0,Petrol,Automatic
3242,Toyota,2003.0,Foreign Used,299999.0,1800.0,Petrol,Automatic
3243,Mercedes-Benz,2004.0,Nigerian Used,1755.0,1800.0,Petrol,Manual
3244,Mercedes-Benz,2011.0,Foreign Used,129709.0,5500.0,Petrol,Automatic
3245,Lexus,2007.0,Nigerian Used,169032.0,3300.0,Hybrid,Automatic
3246,Toyota,2004.0,Foreign Used,342884.0,1800.0,Petrol,Automatic
3247,Ford,2007.0,Nigerian Used,219958.0,3500.0,Petrol,Automatic
3248,Mitsubishi,2008.0,Nigerian Used,70000.0,3800.0,Petrol,Automatic
3250,Honda,2005.0,Nigerian Used,325017.0,3000.0,Petrol,Automatic
3251,Volkswagen,2009.0,Nigerian Used,71019.0,1600.0,Petrol,Automatic
3252,Nissan,2005.0,Nigerian Used,103863.0,1600.0,Petrol,Automatic
3254,Lexus,1999.0,Nigerian Used,404250.0,3000.0,Petrol,Automatic
3255,Toyota,2008.0,Nigerian Used,107240.0,3500.0,Petrol,Automatic
3257,Nissan,2014.0,Nigerian Used,101533.0,1500.0,Petrol,Manual
3258,Lexus,2007.0,Nigerian Used,169032.0,3300.0,Hybrid,Automatic
3259,Hyundai,2007.0,Nigerian Used,360863.0,2000.0,Petrol,Manual
3260,Toyota,2010.0,Nigerian Used,324856.0,1300.0,Petrol,AMT
3261,Toyota,2005.0,Nigerian Used,122205.0,1800.0,Petrol,Automatic
3262,Toyota,2005.0,Foreign Used,335975.0,1800.0,Petrol,Automatic
3263,Ford,2005.0,Nigerian Used,380311.0,2000.0,Petrol,Manual
3264,Volkswagen,2006.0,Nigerian Used,241123.0,2500.0,Petrol,Automatic
3265,Honda,2000.0,Nigerian Used,413686.0,2000.0,Petrol,Automatic
3266,Hyundai,2013.0,Nigerian Used,71661.0,1600.0,Petrol,Manual
3269,Kia,2014.0,Nigerian Used,86527.0,1600.0,Petrol,Automatic
3270,Toyota,2005.0,Foreign Used,299999.0,1800.0,Petrol,Automatic
3271,Toyota,2009.0,Nigerian Used,179779.0,1800.0,Petrol,Manual
3272,Toyota,2006.0,Foreign Used,273023.0,2000.0,Petrol,Automatic
3273,Hyundai,2021.0,Nigerian Used,764.0,1200.0,Petrol,Automatic
3274,Honda,2003.0,Nigerian Used,305644.0,3500.0,Petrol,Automatic
3275,Pontiac,2003.0,Nigerian Used,110946.0,1800.0,Petrol,Automatic
3276,Peugeot,2004.0,Foreign Used,176687.0,2400.0,Petrol,Automatic
3277,Toyota,2004.0,Nigerian Used,180712.0,2400.0,Petrol,Automatic
3278,Volkswagen,2009.0,Nigerian Used,71019.0,1600.0,Petrol,Automatic
3279,Toyota,2001.0,Nigerian Used,219863.0,3000.0,Petrol,Automatic
3280,Honda,2006.0,Nigerian Used,248222.0,2400.0,Petrol,Automatic
3281,Pontiac,2003.0,Nigerian Used,273251.0,1800.0,Petrol,Automatic
3282,Mercedes-Benz,2004.0,Nigerian Used,1755.0,1800.0,Petrol,Manual
3283,Toyota,2010.0,Nigerian Used,319436.0,1800.0,Petrol,Automatic
3284,Toyota,2004.0,Nigerian Used,482800.0,1800.0,Petrol,Automatic
3285,Ford,2001.0,Nigerian Used,158093.0,1400.0,Petrol,Manual
3286,Honda,2006.0,Nigerian Used,248222.0,2400.0,Petrol,Automatic
3288,Toyota,2004.0,Nigerian Used,482800.0,1800.0,Petrol,Automatic
3289,Opel,1999.0,Nigerian Used,216343.0,1800.0,Petrol,Manual
3290,Honda,2008.0,Nigerian Used,290798.0,2400.0,Petrol,Automatic
3291,Ford,2002.0,Nigerian Used,279391.0,2000.0,Petrol,Automatic
3292,Honda,2003.0,Nigerian Used,305644.0,3500.0,Petrol,Automatic
3293,Audi,2011.0,Nigerian Used,50930.0,2000.0,Petrol,Manual
3294,Toyota,2004.0,Foreign Used,109587.0,2400.0,Petrol,Automatic
3295,Toyota,2005.0,Foreign Used,299999.0,1800.0,Petrol,Automatic
3296,Nissan,2015.0,Nigerian Used,88572.0,2400.0,Petrol,Automatic
3297,Honda,2008.0,Nigerian Used,318649.0,3500.0,Petrol,Automatic
3298,Honda,2005.0,Nigerian Used,200956.0,2400.0,Petrol,Automatic
3299,Honda,2000.0,Nigerian Used,413686.0,2000.0,Petrol,Automatic
3300,Opel,2001.0,Foreign Used,117508.0,1600.0,Petrol,Manual
3301,Nissan,2003.0,Nigerian Used,184375.0,1500.0,Petrol,Manual
3302,Toyota,2004.0,Nigerian Used,280892.0,3000.0,Petrol,Automatic
3303,Honda,2008.0,Nigerian Used,116346.0,3500.0,Petrol,Automatic
3304,Lexus,2001.0,Nigerian Used,278388.0,3000.0,Petrol,Automatic
3305,Volvo,2004.0,Nigerian Used,567302.0,2500.0,Petrol,Automatic
3306,Toyota,2002.0,Nigerian Used,294045.0,2400.0,Petrol,Automatic
3307,Toyota,2005.0,Nigerian Used,272020.0,1800.0,Petrol,Manual
3308,Mercedes-Benz,2005.0,Nigerian Used,352743.0,1800.0,Petrol,Automatic
3309,Mercedes-Benz,2009.0,Nigerian Used,7893.0,3000.0,Petrol,Automatic
3310,Toyota,2008.0,Nigerian Used,482800.0,1800.0,Petrol,Automatic
3311,Toyota,2005.0,Nigerian Used,381750.0,2400.0,Petrol,Automatic
3312,Honda,2007.0,Nigerian Used,236581.0,2400.0,Petrol,Automatic
3313,Toyota,2003.0,Nigerian Used,299999.0,1800.0,Petrol,Automatic
3314,Lexus,2012.0,Nigerian Used,128484.0,3500.0,Petrol,Automatic
3315,Honda,2005.0,Nigerian Used,200956.0,2400.0,Petrol,Automatic
3316,Ford,2011.0,Foreign Used,113188.0,3500.0,Petrol,Automatic
3317,Audi,2019.0,Nigerian Used,24577.0,5500.0,Petrol,Automatic
3318,Lexus,2012.0,Nigerian Used,128484.0,3500.0,Petrol,Automatic
3319,Toyota,2005.0,Nigerian Used,381750.0,2400.0,Petrol,Automatic
3320,Nissan,2015.0,Nigerian Used,88572.0,2400.0,Petrol,Automatic
3321,Honda,2003.0,Nigerian Used,257112.0,2000.0,Petrol,Automatic
3322,Honda,2006.0,Nigerian Used,392030.0,2400.0,Petrol,Automatic
3323,Kia,2011.0,Nigerian Used,24798.0,3800.0,Petrol,Automatic
3324,Toyota,2003.0,Nigerian Used,157097.0,4700.0,Petrol,Automatic
3325,Toyota,2004.0,Nigerian Used,280892.0,3000.0,Petrol,Automatic
3326,Opel,2001.0,Foreign Used,117508.0,1600.0,Petrol,Manual
3327,Honda,2015.0,Nigerian Used,87381.0,1800.0,Petrol,Manual
3329,Toyota,2003.0,Nigerian Used,426260.0,2400.0,Petrol,Automatic
3332,Honda,2006.0,Nigerian Used,218213.0,3500.0,Petrol,Automatic
3333,Nissan,2003.0,Nigerian Used,270851.0,2500.0,Petrol,Automatic
3334,Honda,2008.0,Nigerian Used,318649.0,3500.0,Petrol,Automatic
3335,Honda,2012.0,Nigerian Used,13226.0,1800.0,Petrol,Automatic
3336,Toyota,2002.0,Nigerian Used,166867.0,2500.0,Petrol,Automatic
3337,Peugeot,2002.0,Foreign Used,158771.0,1600.0,Petrol,Manual
3339,Opel,2000.0,Nigerian Used,419605.0,1800.0,Petrol,Automatic
3340,Mazda,2009.0,Nigerian Used,157786.0,2000.0,Petrol,Automatic
3341,BMW,2000.0,Nigerian Used,262984.0,3000.0,Petrol,Automatic
3342,Audi,2011.0,Nigerian Used,50930.0,2000.0,Petrol,Manual
3343,Infiniti,2001.0,Nigerian Used,339881.0,3500.0,Petrol,Automatic
3344,Peugeot,2002.0,Nigerian Used,22930.0,2000.0,Petrol,Automatic
3345,Toyota,2003.0,Nigerian Used,299999.0,1800.0,Petrol,Automatic
3346,Toyota,2005.0,Foreign Used,90741.0,1800.0,Petrol,Automatic
3347,Toyota,2007.0,Nigerian Used,81317.0,3500.0,Petrol,Automatic
3348,Toyota,2002.0,Nigerian Used,261978.0,3000.0,Petrol,Automatic
3349,Toyota,2002.0,Nigerian Used,294045.0,2400.0,Petrol,Automatic
3350,Lexus,2006.0,Nigerian Used,466356.0,2500.0,Petrol,Automatic
3351,Toyota,2005.0,Foreign Used,236042.0,2000.0,Petrol,Automatic
3353,Toyota,2007.0,Nigerian Used,174458.0,2400.0,Petrol,Automatic
3354,Nissan,1999.0,Foreign Used,223712.0,1000.0,Petrol,Automatic
3355,Mercedes-Benz,2006.0,Nigerian Used,208116.0,3500.0,Petrol,Automatic
3356,Toyota,2005.0,Nigerian Used,185120.0,3000.0,Petrol,Automatic
3357,Volkswagen,2010.0,Nigerian Used,184724.0,2500.0,Petrol,Automatic
3358,Honda,2008.0,Nigerian Used,290798.0,2400.0,Petrol,Automatic
3359,Audi,2002.0,Foreign Used,188315.0,2000.0,Petrol,Automatic
3360,Toyota,2005.0,Nigerian Used,156336.0,2000.0,Petrol,Automatic
3361,Kia,2013.0,Nigerian Used,135005.0,1400.0,Petrol,Automatic
3362,Ford,2011.0,Foreign Used,113188.0,3500.0,Petrol,Automatic
3363,Infiniti,2001.0,Nigerian Used,339881.0,3500.0,Petrol,Automatic
3364,BMW,2001.0,Nigerian Used,225431.0,2200.0,Petrol,Automatic
3365,Mercedes-Benz,2006.0,Nigerian Used,208116.0,3500.0,Petrol,Automatic
3366,Mercedes-Benz,2006.0,Nigerian Used,531146.0,2500.0,Petrol,Automatic
3367,Honda,2009.0,Nigerian Used,432233.0,1600.0,Petrol,Automatic
3369,Kia,2011.0,Nigerian Used,24798.0,3800.0,Petrol,Automatic
3370,Honda,2004.0,Nigerian Used,169293.0,3500.0,Petrol,Automatic
3371,Toyota,2009.0,Nigerian Used,187196.0,2400.0,Hybrid,Automatic
3372,Toyota,2005.0,Nigerian Used,180634.0,1500.0,Petrol,Automatic
3373,Mazda,2006.0,Nigerian Used,170765.0,2300.0,Petrol,Automatic
3374,Honda,2003.0,Nigerian Used,187707.0,2400.0,Petrol,Automatic
3375,Lexus,2004.0,Nigerian Used,208646.0,3300.0,Petrol,Automatic
3376,Honda,2005.0,Foreign Used,225593.0,2400.0,Petrol,Automatic
3377,Mercedes-Benz,2005.0,Nigerian Used,352743.0,1800.0,Petrol,Automatic
3378,Mercedes-Benz,2006.0,Nigerian Used,531146.0,2500.0,Petrol,Automatic
3379,Toyota,2005.0,Nigerian Used,156336.0,2000.0,Petrol,Automatic
3380,Volkswagen,2006.0,Nigerian Used,218310.0,2500.0,Petrol,Automatic
3381,Honda,2003.0,Nigerian Used,224187.0,3000.0,Petrol,Automatic
3383,Toyota,2002.0,Nigerian Used,163777.0,3000.0,Petrol,Automatic
3384,Honda,2008.0,Nigerian Used,157477.0,1800.0,Petrol,Automatic
3385,Honda,2009.0,Nigerian Used,432233.0,1600.0,Petrol,Automatic
3386,Nissan,2003.0,Foreign Used,148224.0,1800.0,Petrol,Manual
3388,Toyota,2000.0,Nigerian Used,39807.0,2200.0,Petrol,Automatic
3389,Lexus,2006.0,Nigerian Used,63728.0,3000.0,Hybrid,Automatic
3390,Mazda,2006.0,Nigerian Used,170765.0,2300.0,Petrol,Automatic
3393,Toyota,2004.0,Nigerian Used,52982.0,4700.0,Petrol,Automatic
3394,Toyota,2005.0,Nigerian Used,180634.0,1500.0,Petrol,Automatic
3395,Toyota,2007.0,Nigerian Used,245616.0,1800.0,Petrol,Manual
3396,Mercedes-Benz,2000.0,Nigerian Used,170843.0,3500.0,Petrol,Automatic
3397,Toyota,2005.0,Nigerian Used,149839.0,1800.0,Petrol,Automatic
3398,Honda,2013.0,Nigerian Used,186595.0,1500.0,Petrol,Automatic
3399,Ford,2010.0,Foreign Used,388488.0,5400.0,Petrol,Automatic
3400,BMW,2001.0,Nigerian Used,225431.0,2200.0,Petrol,Automatic
3402,Suzuki,2009.0,Nigerian Used,113587.0,2000.0,Petrol,Automatic
3403,Toyota,2006.0,Foreign Used,409066.0,2400.0,Petrol,Automatic
3404,Peugeot,2004.0,Foreign Used,99999.0,1600.0,Electric,Automatic
3405,Volvo,2005.0,Foreign Used,297589.0,3000.0,Petrol,Automatic
3406,Toyota,1999.0,Nigerian Used,234150.0,3000.0,Petrol,Automatic
3407,Kia,2018.0,Nigerian Used,15598.0,1800.0,Petrol,Automatic
3408,Toyota,2004.0,Nigerian Used,52982.0,4700.0,Petrol,Automatic
3410,Honda,2005.0,Nigerian Used,404816.0,2400.0,Petrol,Automatic
3412,Mercedes-Benz,2007.0,Foreign Used,249549.0,3500.0,Petrol,Automatic
3413,Toyota,2006.0,Foreign Used,409066.0,2400.0,Petrol,Automatic
3414,Suzuki,2009.0,Nigerian Used,113587.0,2000.0,Petrol,Automatic
3415,Honda,2012.0,Nigerian Used,180989.0,1600.0,Petrol,Automatic
3416,Toyota,2009.0,Foreign Used,121871.0,2400.0,Petrol,Automatic
3417,Toyota,2010.0,Nigerian Used,360974.0,2400.0,Petrol,Automatic
3418,Toyota,2009.0,Foreign Used,90852.0,2400.0,Petrol,Automatic
3419,Ford,2010.0,Foreign Used,388488.0,5400.0,Petrol,Automatic
3420,Ford,2012.0,Foreign Used,172743.0,3300.0,Petrol,Automatic
3421,Nissan,2012.0,Nigerian Used,199155.0,2500.0,Petrol,Automatic
3422,Toyota,2012.0,Nigerian Used,143438.0,1600.0,Petrol,Manual
3424,Toyota,2000.0,Nigerian Used,207581.0,1400.0,Petrol,Automatic
3425,Toyota,2001.0,Nigerian Used,327298.0,2200.0,Petrol,Automatic
3427,Lexus,2001.0,Nigerian Used,198044.0,3000.0,Petrol,Automatic
3428,Toyota,2003.0,Nigerian Used,296443.0,1800.0,Petrol,Automatic
3429,Honda,2006.0,Nigerian Used,202078.0,3000.0,Petrol,Automatic
3431,Toyota,2004.0,Nigerian Used,208160.0,2400.0,Petrol,Automatic
3433,Toyota,2005.0,Nigerian Used,149839.0,1800.0,Petrol,Automatic
3434,Toyota,2004.0,Nigerian Used,219124.0,1800.0,Petrol,Automatic
3436,Hyundai,2010.0,Nigerian Used,103739.0,1600.0,Petrol,Manual
3437,Honda,2004.0,Nigerian Used,177588.0,3500.0,Petrol,Automatic
3438,Toyota,2001.0,Foreign Used,111027.0,3000.0,Petrol,Automatic
3440,Honda,2012.0,Nigerian Used,180989.0,1600.0,Petrol,Automatic
3441,Toyota,2010.0,Nigerian Used,360974.0,2400.0,Petrol,Automatic
3443,Volvo,2008.0,Foreign Used,12074.0,3200.0,Petrol,Automatic
3444,Ford,2009.0,Foreign Used,179134.0,3500.0,Petrol,Automatic
3445,Toyota,2007.0,Nigerian Used,213548.0,3500.0,Petrol,Automatic
3446,Toyota,1999.0,Nigerian Used,318617.0,2200.0,Petrol,Automatic
3447,Honda,2009.0,Nigerian Used,189309.0,3500.0,Petrol,Automatic
3448,Toyota,2009.0,Foreign Used,210673.0,1800.0,Petrol,Automatic
3449,Lexus,2001.0,Nigerian Used,198044.0,3000.0,Petrol,Automatic
3451,Ford,2010.0,Nigerian Used,137993.0,1800.0,Petrol,Automatic
3452,Volvo,2008.0,Foreign Used,12074.0,3200.0,Petrol,Automatic
3454,Toyota,2010.0,Nigerian Used,203870.0,2500.0,Petrol,Automatic
3455,Mercedes-Benz,2016.0,Nigerian Used,41668.0,2000.0,Petrol,Automatic
3456,Honda,2003.0,Nigerian Used,229437.0,2400.0,Petrol,Automatic
3457,Hyundai,2009.0,Nigerian Used,142520.0,1600.0,Petrol,Automatic
3458,Honda,2004.0,Nigerian Used,177588.0,3500.0,Petrol,Automatic
3459,Lexus,2004.0,Nigerian Used,360191.0,3300.0,Petrol,Automatic
3460,Toyota,2007.0,Foreign Used,227184.0,1500.0,Petrol,Automatic
3461,Honda,2014.0,Nigerian Used,24935.0,1800.0,Petrol,Automatic
3462,Honda,2008.0,Nigerian Used,156271.0,1300.0,Petrol,Manual
3463,Toyota,2007.0,Nigerian Used,174956.0,1500.0,Petrol,Manual
3464,Toyota,2008.0,Nigerian Used,59399.0,1800.0,Petrol,Manual
3465,Toyota,2009.0,Nigerian Used,137186.0,1800.0,Petrol,Manual
3466,Toyota,2001.0,Foreign Used,111027.0,3000.0,Petrol,Automatic
3467,Honda,2005.0,Nigerian Used,131992.0,3000.0,Petrol,Automatic
3468,Toyota,1999.0,Nigerian Used,318617.0,2200.0,Petrol,Automatic
3469,Honda,2008.0,Nigerian Used,370928.0,2400.0,Petrol,Automatic
3470,Honda,2007.0,Nigerian Used,66823.0,1800.0,Petrol,Automatic
3471,Hyundai,2009.0,Nigerian Used,164565.0,1600.0,Petrol,Manual
3472,Honda,2002.0,Foreign Used,137775.0,1700.0,Petrol,Automatic
3473,Mercedes-Benz,2005.0,Nigerian Used,167169.0,2400.0,Petrol,Automatic
3474,Honda,2006.0,Nigerian Used,168907.0,1800.0,Petrol,Automatic
3475,Honda,2010.0,Nigerian Used,252463.0,1800.0,Petrol,Automatic
3476,Honda,2006.0,Nigerian Used,78511.0,1800.0,Petrol,Automatic
3477,Honda,2008.0,Foreign Used,136143.0,1800.0,Petrol,Automatic
3478,Honda,2008.0,Nigerian Used,178425.0,1800.0,Petrol,Automatic
3479,Toyota,2003.0,Foreign Used,162691.0,1800.0,Petrol,Automatic
3480,Lexus,2007.0,Nigerian Used,78470.0,3500.0,Petrol,Automatic
3481,Toyota,2006.0,Nigerian Used,169259.0,1800.0,Petrol,Automatic
3482,Toyota,2008.0,Nigerian Used,59399.0,1800.0,Petrol,Manual
3483,Lexus,2014.0,Nigerian Used,53558.0,3500.0,Petrol,Automatic
3484,Toyota,2005.0,Nigerian Used,195268.0,1800.0,Petrol,Automatic
3485,Toyota,2007.0,Nigerian Used,174956.0,1500.0,Petrol,Manual
3486,Toyota,2014.0,Nigerian Used,308916.0,1300.0,Petrol,Automatic
3487,Opel,2002.0,Nigerian Used,245314.0,1400.0,Petrol,Manual
3488,Ford,2010.0,Nigerian Used,137993.0,1800.0,Petrol,Automatic
3489,Audi,2009.0,Foreign Used,259300.0,2000.0,Petrol,Automatic
3490,Honda,2006.0,Nigerian Used,168907.0,1800.0,Petrol,Automatic
3491,Honda,2005.0,Nigerian Used,131992.0,3000.0,Petrol,Automatic
3492,Toyota,2005.0,Nigerian Used,217805.0,2400.0,Petrol,Automatic
3493,Volkswagen,2013.0,Foreign Used,131549.0,2500.0,Petrol,Automatic
3494,Lexus,2007.0,Nigerian Used,174458.0,3000.0,Petrol,Automatic
3495,Honda,2002.0,Foreign Used,137775.0,1700.0,Petrol,Automatic
3496,Honda,2006.0,Nigerian Used,78511.0,1800.0,Petrol,Automatic
3497,Honda,2006.0,Foreign Used,171225.0,1300.0,Hybrid,Automatic
3498,Toyota,2004.0,Nigerian Used,70990.0,1800.0,Petrol,Automatic
3499,Chevrolet,2003.0,Foreign Used,191555.0,2200.0,Petrol,Automatic
3500,Toyota,2005.0,Nigerian Used,247930.0,3300.0,Petrol,Automatic
3501,Toyota,2009.0,Nigerian Used,137186.0,1800.0,Petrol,Manual
3502,Hyundai,2004.0,Nigerian Used,180368.0,3500.0,Petrol,Automatic
3503,Peugeot,2004.0,Foreign Used,104880.0,1400.0,Petrol,Manual
3504,Lexus,2005.0,Nigerian Used,373268.0,3300.0,Petrol,Automatic
3505,Toyota,2004.0,Nigerian Used,208160.0,2400.0,Petrol,Automatic
3506,Toyota,2004.0,Nigerian Used,138916.0,1800.0,Petrol,Automatic
3507,Peugeot,2004.0,Foreign Used,89405.0,1400.0,Petrol,Automatic
3508,Pontiac,2003.0,Nigerian Used,173521.0,1800.0,Petrol,Automatic
3509,Honda,2008.0,Nigerian Used,178425.0,1800.0,Petrol,Automatic
3510,Toyota,1999.0,Nigerian Used,317894.0,3000.0,Petrol,Automatic
3511,Honda,2007.0,Nigerian Used,66823.0,1800.0,Petrol,Automatic
3512,Honda,2008.0,Nigerian Used,435236.0,1800.0,Petrol,Automatic
3513,Mazda,2006.0,Nigerian Used,198963.0,2000.0,Petrol,Automatic
3514,Honda,2010.0,Nigerian Used,252463.0,1800.0,Petrol,Automatic
3515,Toyota,1999.0,Nigerian Used,224736.0,2000.0,Petrol,Automatic
3516,Honda,2003.0,Foreign Used,278048.0,2000.0,Petrol,Automatic
3518,Honda,2011.0,Nigerian Used,167793.0,3500.0,Petrol,Automatic
3519,Honda,2006.0,Nigerian Used,175820.0,1800.0,Petrol,Automatic
3521,Toyota,2004.0,Nigerian Used,482800.0,1800.0,Petrol,Automatic
3522,Honda,2008.0,Nigerian Used,218853.0,1500.0,Petrol,Automatic
3523,Toyota,2003.0,Nigerian Used,355522.0,3000.0,Petrol,Automatic
3524,Honda,2004.0,Nigerian Used,198184.0,3500.0,Petrol,Automatic
3525,Toyota,2007.0,Nigerian Used,85851.0,1500.0,Petrol,Automatic
3527,Honda,2006.0,Nigerian Used,407637.0,1800.0,Petrol,Automatic
3528,Toyota,2005.0,Nigerian Used,247930.0,3300.0,Petrol,Automatic
3529,Volkswagen,2000.0,Foreign Used,238149.0,1800.0,Petrol,Manual
3530,Toyota,2004.0,Nigerian Used,138916.0,1800.0,Petrol,Automatic
3531,Honda,2006.0,Nigerian Used,137745.0,1600.0,Petrol,Automatic
3532,Honda,2011.0,Nigerian Used,167793.0,3500.0,Petrol,Automatic
3533,Pontiac,2003.0,Nigerian Used,173521.0,1800.0,Petrol,Automatic
3534,Volkswagen,2003.0,Foreign Used,275690.0,1600.0,Petrol,Automatic
3535,Volkswagen,1998.0,Nigerian Used,206522.0,2000.0,Petrol,Automatic
3536,Mercedes-Benz,2005.0,Nigerian Used,155231.0,3500.0,Petrol,Automatic
3537,Hyundai,2004.0,Nigerian Used,180368.0,3500.0,Petrol,Automatic
3538,Volkswagen,1999.0,Foreign Used,300153.0,1600.0,Petrol,Manual
3540,Volkswagen,1999.0,Foreign Used,300153.0,1600.0,Petrol,Manual
3541,Toyota,2018.0,Foreign Used,159334.0,2500.0,Petrol,Automatic
3543,Honda,2012.0,Nigerian Used,58920.0,2400.0,Petrol,Automatic
3544,Honda,2006.0,Nigerian Used,309254.0,1800.0,Petrol,Manual
3545,Toyota,2011.0,Foreign Used,380494.0,2400.0,Petrol,Automatic
3546,Honda,2006.0,Nigerian Used,137745.0,1600.0,Petrol,Automatic
3547,Toyota,2007.0,Nigerian Used,156731.0,2400.0,Petrol,Automatic
3548,Toyota,2007.0,Nigerian Used,85851.0,1500.0,Petrol,Automatic
3549,Toyota,2007.0,Nigerian Used,191517.0,1300.0,Petrol,Manual
3550,Mercedes-Benz,2005.0,Nigerian Used,155231.0,3500.0,Petrol,Automatic
3551,Toyota,2002.0,Nigerian Used,313177.0,3000.0,Petrol,Automatic
3552,Mercedes-Benz,2014.0,Nigerian Used,143207.0,3500.0,Petrol,Automatic
3554,Toyota,2014.0,Nigerian Used,92814.0,1800.0,Petrol,Automatic
3555,Hyundai,2007.0,Nigerian Used,134188.0,2400.0,Petrol,Automatic
3557,Volkswagen,1998.0,Nigerian Used,203234.0,2000.0,Petrol,Automatic
3558,Opel,2005.0,Nigerian Used,218560.0,1600.0,Petrol,Manual
3560,Toyota,2011.0,Foreign Used,98103.0,2500.0,Petrol,Automatic
3562,Mercedes-Benz,2006.0,Foreign Used,104962.0,3500.0,Petrol,Automatic
3563,Toyota,2009.0,Foreign Used,130789.0,2700.0,Petrol,Automatic
3564,Mercedes-Benz,2001.0,Nigerian Used,432510.0,3200.0,Petrol,Automatic
3565,Toyota,2018.0,Nigerian Used,49330.0,2500.0,Petrol,Automatic
3566,Toyota,2003.0,Nigerian Used,120117.0,1800.0,Petrol,Automatic
3567,Toyota,2007.0,Nigerian Used,446224.0,1800.0,Petrol,Automatic
3568,Toyota,1999.0,Nigerian Used,225478.0,2200.0,Petrol,Automatic
3569,Lexus,2004.0,Foreign Used,94868.0,4700.0,Petrol,Automatic
3570,Toyota,2007.0,Nigerian Used,209333.0,1800.0,Petrol,Manual
3571,Toyota,2014.0,Nigerian Used,92814.0,1800.0,Petrol,Automatic
3572,Opel,2005.0,Nigerian Used,218560.0,1600.0,Petrol,Manual
3573,Toyota,2003.0,Foreign Used,300986.0,2000.0,Petrol,Automatic
3574,Infiniti,2002.0,Nigerian Used,109615.0,3500.0,Petrol,Automatic
3575,Lexus,2004.0,Foreign Used,94868.0,4700.0,Petrol,Automatic
3576,Toyota,2010.0,Foreign Used,184530.0,1800.0,Petrol,Automatic
3577,Toyota,2008.0,Foreign Used,86643.0,1500.0,Petrol,Automatic
3578,Honda,2012.0,Nigerian Used,58920.0,2400.0,Petrol,Automatic
3579,Ford,2013.0,Foreign Used,171155.0,3500.0,Petrol,Automatic
3580,Nissan,2001.0,Nigerian Used,172358.0,3500.0,Petrol,Automatic
3581,Lexus,2007.0,Nigerian Used,266358.0,3500.0,Petrol,Automatic
3582,Nissan,2012.0,Foreign Used,231941.0,2500.0,Petrol,Automatic
3583,Toyota,2003.0,Nigerian Used,182846.0,1800.0,Petrol,Automatic
3584,Toyota,2009.0,Foreign Used,130789.0,2700.0,Petrol,Automatic
3585,Lexus,2002.0,Foreign Used,211561.0,3000.0,Petrol,Automatic
