,Make,Year of manufacture,Condition,Mileage,Engine Size,Fuel,Transmission
1506,Kia,2017.0,Foreign Used,47979.0,2400.0,Petrol,Automatic
1507,Toyota,2010.0,Nigerian Used,222962.0,3500.0,Petrol,Automatic
1508,Toyota,2010.0,Nigerian Used,188499.0,2500.0,Petrol,Automatic
1509,Ford,2014.0,Nigerian Used,67462.0,1600.0,Petrol,Automatic
1510,Kia,2015.0,Nigerian Used,62440.0,3500.0,Petrol,Automatic
1511,Toyota,2007.0,Nigerian Used,333942.0,3500.0,Petrol,Automatic
1512,Pontiac,2010.0,Nigerian Used,95122.0,1800.0,Petrol,Automatic
1513,Toyota,2008.0,Nigerian Used,77035.0,2400.0,Petrol,Automatic
1514,Toyota,2009.0,Nigerian Used,185182.0,1800.0,Petrol,Automatic
1515,Kia,2010.0,Foreign Used,112196.0,2000.0,Petrol,Automatic
1516,Kia,2017.0,Foreign Used,47979.0,2400.0,Petrol,Automatic
1517,Lexus,2001.0,Nigerian Used,336469.0,3000.0,Petrol,Automatic
1518,Lexus,2006.0,Nigerian Used,79526.0,3300.0,Petrol,Automatic
1519,Toyota,2009.0,Nigerian Used,185182.0,1800.0,Petrol,Automatic
1520,Toyota,2004.0,Nigerian Used,100399.0,3000.0,Petrol,Automatic
1521,Ford,2014.0,Nigerian Used,67462.0,1600.0,Petrol,Automatic
1523,Hyundai,2009.0,Foreign Used,113451.0,3300.0,Petrol,Automatic
1524,Mazda,2006.0,Foreign Used,222788.0,2700.0,Petrol,Automatic
1525,Lexus,2007.0,Nigerian Used,241931.0,3500.0,Petrol,Automatic
1526,Hyundai,2013.0,Nigerian Used,98359.0,1800.0,Petrol,Automatic
1527,Lexus,2005.0,Nigerian Used,268389.0,3000.0,Petrol,Automatic
1528,Kia,2011.0,Nigerian Used,75459.0,1600.0,Petrol,Automatic
1529,Mercedes-Benz,2010.0,Foreign Used,53401.0,3500.0,Petrol,Automatic
1530,Toyota,1996.0,Nigerian Used,111185.0,2400.0,Petrol,Automatic
1531,Toyota,2007.0,Nigerian Used,111237.0,2400.0,Petrol,Automatic
1532,Lexus,2001.0,Nigerian Used,336469.0,3000.0,Petrol,Automatic
1533,Mazda,2007.0,Foreign Used,322125.0,3500.0,Petrol,Automatic
1534,Toyota,2011.0,Nigerian Used,104659.0,2700.0,Petrol,Automatic
1535,Toyota,2017.0,Nigerian Used,8383.0,4000.0,Petrol,Automatic
1536,Hyundai,2009.0,Foreign Used,113451.0,3300.0,Petrol,Automatic
1537,Kia,2012.0,Nigerian Used,102168.0,2000.0,Petrol,Automatic
1538,Mazda,2008.0,Nigerian Used,147971.0,3700.0,Petrol,Automatic
1539,Mazda,2010.0,Foreign Used,340782.0,3700.0,Petrol,Automatic
1540,Ford,2014.0,Nigerian Used,67462.0,1600.0,Petrol,Automatic
1541,Lexus,2007.0,Nigerian Used,392106.0,3500.0,Petrol,Automatic
1542,Toyota,2007.0,Nigerian Used,191305.0,2000.0,Petrol,Automatic
1543,Land Rover,2006.0,Nigerian Used,232306.0,4400.0,Petrol,Automatic
1544,Mazda,2010.0,Foreign Used,97408.0,3500.0,Petrol,Automatic
1546,Toyota,2003.0,Foreign Used,174261.0,2400.0,Petrol,Automatic
1549,Toyota,2007.0,Foreign Used,120976.0,1800.0,Petrol,Automatic
1550,Toyota,2003.0,Nigerian Used,138465.0,4700.0,Petrol,Automatic
1551,Lexus,2006.0,Nigerian Used,369464.0,4300.0,Petrol,Automatic
1552,Hyundai,2014.0,Nigerian Used,147705.0,2000.0,Petrol,Automatic
1553,Hyundai,2007.0,Foreign Used,178427.0,3500.0,Petrol,Automatic
1554,Mazda,2009.0,Nigerian Used,225215.0,2500.0,Petrol,Automatic
1555,Toyota,2004.0,Nigerian Used,168851.0,4700.0,Petrol,Automatic
1556,Kia,2011.0,Foreign Used,255053.0,2400.0,Petrol,Automatic
1557,Toyota,2004.0,Nigerian Used,205052.0,1800.0,Petrol,Automatic
1558,Dodge,2013.0,Foreign Used,159980.0,3600.0,Petrol,Automatic
1559,Lexus,2006.0,Nigerian Used,176236.0,3500.0,Petrol,Automatic
1560,Ford,2008.0,Foreign Used,468957.0,2200.0,Diesel,Manual
1561,Toyota,2003.0,Nigerian Used,138465.0,4700.0,Petrol,Automatic
1562,Toyota,2008.0,Nigerian Used,238846.0,2400.0,Petrol,Automatic
1564,Toyota,2009.0,Nigerian Used,197338.0,1800.0,Petrol,Automatic
1566,Nissan,2013.0,Nigerian Used,73259.0,1800.0,Petrol,Automatic
1567,Changan,2020.0,Nigerian Used,56833.0,1400.0,Electric,Automatic
1568,Lexus,2004.0,Nigerian Used,261065.0,3000.0,Petrol,Automatic
1569,Mazda,2010.0,Foreign Used,97408.0,3500.0,Petrol,Automatic
1570,Toyota,2007.0,Nigerian Used,149913.0,3500.0,Petrol,Automatic
1571,Ford,2010.0,Foreign Used,178744.0,2500.0,Petrol,Automatic
1572,Mazda,2009.0,Nigerian Used,225215.0,2500.0,Petrol,Automatic
1573,Lexus,2013.0,Nigerian Used,89456.0,3500.0,Petrol,Automatic
1574,Mazda,2007.0,Foreign Used,281661.0,3500.0,Petrol,Automatic
1575,Toyota,2009.0,Nigerian Used,231068.0,2400.0,Petrol,Automatic
1576,Kia,2011.0,Foreign Used,255053.0,2400.0,Petrol,Automatic
1578,Toyota,2007.0,Foreign Used,154034.0,1800.0,Petrol,Automatic
1579,Mazda,2014.0,Foreign Used,82730.0,2500.0,Petrol,Automatic
1580,Toyota,2007.0,Nigerian Used,273815.0,3500.0,Petrol,Automatic
1581,Toyota,2009.0,Nigerian Used,104556.0,1800.0,Petrol,Automatic
1582,Toyota,2009.0,Nigerian Used,123694.0,2400.0,Petrol,Automatic
1584,Toyota,2006.0,Nigerian Used,244183.0,3500.0,Petrol,Automatic
1585,Toyota,2009.0,Nigerian Used,98680.0,1800.0,Petrol,Automatic
1586,Toyota,2004.0,Nigerian Used,205052.0,1800.0,Petrol,Automatic
1587,Lexus,2007.0,Nigerian Used,320448.0,3500.0,Petrol,Automatic
1588,Mazda,2008.0,Foreign Used,129518.0,3500.0,Petrol,Automatic
1589,Lexus,2006.0,Nigerian Used,176236.0,3500.0,Petrol,Automatic
1590,Toyota,2010.0,Nigerian Used,165453.0,2700.0,Petrol,Automatic
1591,Toyota,2009.0,Nigerian Used,223476.0,2400.0,Petrol,Automatic
1592,Mazda,2007.0,Foreign Used,322125.0,3500.0,Petrol,Automatic
1593,Hyundai,2011.0,Nigerian Used,107347.0,2400.0,Petrol,Automatic
1594,Toyota,2007.0,Nigerian Used,226971.0,2400.0,Petrol,Automatic
1595,Toyota,2007.0,Nigerian Used,191305.0,2000.0,Petrol,Automatic
1596,Lexus,2009.0,Foreign Used,127446.0,3500.0,Petrol,Automatic
1597,Toyota,2008.0,Nigerian Used,104417.0,3500.0,Petrol,Automatic
1598,Mercedes-Benz,2006.0,Nigerian Used,104613.0,5000.0,Petrol,Automatic
1599,Toyota,2006.0,Nigerian Used,92498.0,2500.0,Petrol,Automatic
1600,Lexus,2008.0,Nigerian Used,269685.0,3500.0,Petrol,Automatic
1601,Kia,2012.0,Nigerian Used,102168.0,2000.0,Petrol,Automatic
1602,Toyota,2014.0,Nigerian Used,151900.0,2500.0,Petrol,Automatic
1603,Toyota,2011.0,Foreign Used,68605.0,1800.0,Petrol,Automatic
1605,Acura,2004.0,Nigerian Used,231349.0,3500.0,Petrol,Automatic
1606,Honda,2013.0,Foreign Used,258863.0,2400.0,Petrol,Automatic
1607,Toyota,2008.0,Nigerian Used,77035.0,2400.0,Petrol,Automatic
1608,Toyota,2009.0,Nigerian Used,231068.0,2400.0,Petrol,Automatic
1609,Toyota,2009.0,Nigerian Used,102826.0,2400.0,Petrol,Automatic
1610,Toyota,2006.0,Nigerian Used,92498.0,2500.0,Petrol,Automatic
1611,Toyota,2007.0,Nigerian Used,89114.0,2000.0,Petrol,Automatic
1612,Toyota,2004.0,Nigerian Used,455552.0,2000.0,Petrol,Automatic
1613,Lexus,2006.0,Nigerian Used,214198.0,2500.0,Petrol,Automatic
1614,Mazda,2010.0,Foreign Used,236399.0,3700.0,Petrol,Automatic
1615,Toyota,2006.0,Nigerian Used,145601.0,3300.0,Petrol,Automatic
1616,Toyota,2011.0,Foreign Used,68605.0,1800.0,Petrol,Automatic
1617,Toyota,2006.0,Nigerian Used,171890.0,3500.0,Petrol,Automatic
1618,Mercedes-Benz,2006.0,Nigerian Used,59225.0,3500.0,Petrol,Automatic
1619,Toyota,2009.0,Nigerian Used,11582.0,3500.0,Petrol,AMT
1620,Toyota,2010.0,Foreign Used,210366.0,2500.0,Petrol,Automatic
1621,Toyota,2010.0,Nigerian Used,189739.0,2500.0,Petrol,Automatic
1622,Lincoln,2009.0,Foreign Used,119687.0,3500.0,Petrol,Automatic
1624,Mercedes-Benz,2008.0,Nigerian Used,151790.0,3000.0,Petrol,Automatic
1625,Lexus,2007.0,Nigerian Used,178350.0,3500.0,Petrol,Automatic
1626,Acura,2004.0,Nigerian Used,163082.0,3500.0,Petrol,Automatic
1627,Lexus,2007.0,Nigerian Used,171560.0,3500.0,Petrol,Automatic
1628,Toyota,2009.0,Nigerian Used,168947.0,1800.0,Petrol,Automatic
1629,Mazda,2007.0,Nigerian Used,131038.0,2300.0,Petrol,Automatic
1630,Toyota,2012.0,Nigerian Used,145064.0,2500.0,Petrol,Automatic
1633,Chrysler,2005.0,Nigerian Used,248802.0,5700.0,Petrol,Automatic
1634,Mazda,2008.0,Foreign Used,284391.0,3700.0,Petrol,Automatic
1635,Mercedes-Benz,2006.0,Nigerian Used,104613.0,5000.0,Petrol,Automatic
1636,Toyota,2004.0,Foreign Used,235467.0,2400.0,Petrol,Automatic
1637,Kia,2009.0,Foreign Used,231640.0,3800.0,Petrol,Automatic
1638,Infiniti,2008.0,Nigerian Used,168262.0,3500.0,Petrol,Automatic
1639,Toyota,2007.0,Nigerian Used,88742.0,3500.0,Petrol,Automatic
1640,Kia,2011.0,Nigerian Used,125110.0,1600.0,Petrol,Automatic
1641,Ford,2011.0,Nigerian Used,273106.0,3000.0,Petrol,Automatic
1642,Honda,2009.0,Foreign Used,511741.0,3500.0,Petrol,Automatic
1643,Toyota,2007.0,Foreign Used,100605.0,3500.0,Petrol,Automatic
1644,Chevrolet,2010.0,Foreign Used,165454.0,2200.0,Petrol,Automatic
1645,Mazda,2008.0,Nigerian Used,263513.0,3700.0,Petrol,Automatic
1646,Lexus,2010.0,Foreign Used,127721.0,3500.0,Petrol,Automatic
1647,Mazda,2007.0,Nigerian Used,160611.0,3500.0,Petrol,Automatic
1648,Toyota,2005.0,Nigerian Used,213683.0,2400.0,Petrol,Automatic
1649,Lexus,2006.0,Nigerian Used,79526.0,3300.0,Petrol,Automatic
1650,Mercedes-Benz,2012.0,Nigerian Used,120467.0,3500.0,Petrol,Automatic
1651,Toyota,2012.0,Nigerian Used,180350.0,1800.0,Petrol,Automatic
1652,Toyota,2006.0,Nigerian Used,171890.0,3500.0,Petrol,Automatic
1654,Mercedes-Benz,2008.0,Foreign Used,117859.0,3500.0,Petrol,Automatic
1655,Toyota,2003.0,Nigerian Used,112583.0,3000.0,Petrol,Automatic
1656,Honda,2007.0,Foreign Used,494286.0,1500.0,Petrol,Automatic
1657,Acura,2004.0,Nigerian Used,231349.0,3500.0,Petrol,Automatic
1658,Toyota,2005.0,Nigerian Used,270932.0,3300.0,Petrol,Automatic
1659,Toyota,2009.0,Nigerian Used,102826.0,2400.0,Petrol,Automatic
1660,Mazda,2010.0,Foreign Used,150378.0,2500.0,Petrol,Automatic
1662,Mazda,2010.0,Nigerian Used,116506.0,3700.0,Petrol,Automatic
1663,Kia,2011.0,Nigerian Used,73402.0,2400.0,Petrol,Automatic
1665,Kia,2011.0,Nigerian Used,73402.0,2400.0,Petrol,Automatic
1666,Lexus,2007.0,Nigerian Used,178350.0,3500.0,Petrol,Automatic
1667,Toyota,2009.0,Nigerian Used,186272.0,2400.0,Petrol,Automatic
1668,Toyota,2013.0,Foreign Used,171738.0,1800.0,Petrol,Automatic
1669,Toyota,2007.0,Nigerian Used,273815.0,3500.0,Petrol,Automatic
1670,Hyundai,2011.0,Nigerian Used,104500.0,2000.0,Petrol,Automatic
1673,Toyota,2006.0,Foreign Used,319745.0,3300.0,Petrol,Automatic
1674,Acura,2005.0,Nigerian Used,309945.0,3500.0,Petrol,Automatic
1676,Lexus,2007.0,Nigerian Used,171560.0,3500.0,Petrol,Automatic
1677,Nissan,2008.0,Nigerian Used,121104.0,5600.0,Petrol,Automatic
1678,Toyota,2012.0,Foreign Used,105005.0,1800.0,Petrol,Automatic
1679,Toyota,2004.0,Nigerian Used,365526.0,2400.0,Petrol,Automatic
1680,Kia,2008.0,Foreign Used,143438.0,2000.0,Petrol,Automatic
1681,Toyota,2009.0,Nigerian Used,104556.0,1800.0,Petrol,Automatic
1682,Ford,2008.0,Foreign Used,468957.0,2200.0,Diesel,Manual
1683,Toyota,2008.0,Nigerian Used,152660.0,3500.0,Petrol,Automatic
1684,Ford,2009.0,Nigerian Used,103814.0,3500.0,Petrol,Automatic
1685,Mazda,2005.0,Foreign Used,168057.0,2400.0,Petrol,Manual
1687,Hyundai,2015.0,Nigerian Used,86603.0,1600.0,Petrol,Automatic
1688,Toyota,2005.0,Foreign Used,303093.0,2000.0,Petrol,Automatic
1689,Hyundai,2009.0,Foreign Used,33022.0,3800.0,Petrol,Automatic
1691,Mercedes-Benz,2010.0,Nigerian Used,87147.0,3500.0,Petrol,Automatic
1693,Mercedes-Benz,2009.0,Nigerian Used,189850.0,3500.0,Petrol,Automatic
1695,Toyota,2005.0,Nigerian Used,66653.0,2500.0,Petrol,Automatic
1696,Mazda,2010.0,Foreign Used,236399.0,3700.0,Petrol,Automatic
1698,Chevrolet,2014.0,Foreign Used,200051.0,1400.0,Petrol,Automatic
1699,Toyota,2011.0,Nigerian Used,69658.0,2400.0,Petrol,Automatic
1700,Mazda,2011.0,Foreign Used,162660.0,3000.0,Petrol,Automatic
1701,Toyota,2009.0,Nigerian Used,145302.0,1800.0,Petrol,Automatic
1702,Toyota,2004.0,Nigerian Used,220918.0,2400.0,Petrol,Automatic
1703,Dodge,2013.0,Foreign Used,159980.0,3600.0,Petrol,Automatic
1705,Toyota,2011.0,Foreign Used,63231.0,1800.0,Petrol,Automatic
1706,Mazda,2011.0,Foreign Used,208901.0,2000.0,Petrol,Automatic
1707,Nissan,2008.0,Nigerian Used,121104.0,5600.0,Petrol,Automatic
1708,Kia,2013.0,Nigerian Used,110516.0,2000.0,Petrol,Automatic
1709,Hyundai,2009.0,Foreign Used,33022.0,3800.0,Petrol,Automatic
1711,Toyota,2000.0,Nigerian Used,322133.0,3000.0,Petrol,Automatic
1712,Kia,2005.0,Nigerian Used,83514.0,3500.0,Petrol,Automatic
1714,Lexus,2004.0,Nigerian Used,261065.0,3000.0,Petrol,Automatic
1715,Toyota,2010.0,Nigerian Used,148309.0,2400.0,Petrol,Automatic
1716,Mazda,2010.0,Foreign Used,150378.0,2500.0,Petrol,Automatic
1717,Toyota,2008.0,Nigerian Used,287183.0,2400.0,Hybrid,Automatic
1720,Lexus,2003.0,Nigerian Used,240470.0,3300.0,Petrol,Automatic
1721,Toyota,2007.0,Nigerian Used,188149.0,2400.0,Petrol,Automatic
1722,Lexus,2004.0,Nigerian Used,298934.0,3300.0,Petrol,Automatic
1724,Toyota,2009.0,Nigerian Used,107036.0,3500.0,Petrol,Automatic
1725,Kia,2015.0,Nigerian Used,96648.0,2000.0,Petrol,Automatic
1726,Toyota,2005.0,Nigerian Used,270932.0,3300.0,Petrol,Automatic
1727,Toyota,2006.0,Nigerian Used,303795.0,2400.0,Petrol,Automatic
1728,Toyota,2008.0,Foreign Used,91982.0,3500.0,Petrol,Automatic
1729,Toyota,2007.0,Nigerian Used,97855.0,2400.0,Petrol,Automatic
1730,Toyota,2007.0,Foreign Used,201452.0,1800.0,Petrol,Automatic
1731,Honda,2015.0,Foreign Used,147874.0,2400.0,Petrol,Automatic
1732,Toyota,2020.0,Nigerian Used,13668.0,3500.0,Petrol,Automatic
1733,Honda,2011.0,Foreign Used,3621.0,3500.0,Petrol,Automatic
1734,Pontiac,2009.0,Foreign Used,104913.0,2000.0,Petrol,Automatic
1736,Mercedes-Benz,2010.0,Foreign Used,125289.0,3300.0,Petrol,Automatic
1737,Toyota,2008.0,Foreign Used,315910.0,1800.0,Petrol,Automatic
1738,Mercedes-Benz,2006.0,Nigerian Used,96521.0,3500.0,Petrol,Automatic
1740,Toyota,2007.0,Foreign Used,312351.0,1800.0,Petrol,Automatic
1741,Mercedes-Benz,2008.0,Nigerian Used,151790.0,3000.0,Petrol,Automatic
1742,Acura,2004.0,Nigerian Used,163082.0,3500.0,Petrol,Automatic
1743,Honda,2007.0,Foreign Used,283271.0,3500.0,Petrol,Automatic
1745,Chevrolet,2007.0,Nigerian Used,189761.0,2500.0,Petrol,Automatic
1746,Toyota,2005.0,Foreign Used,105443.0,1800.0,Petrol,Automatic
1747,Acura,2010.0,Nigerian Used,141652.0,3500.0,Petrol,Automatic
1748,Jaguar,2004.0,Nigerian Used,159638.0,3000.0,Petrol,Automatic
1749,Honda,2011.0,Foreign Used,110508.0,3500.0,Petrol,Automatic
1750,Toyota,2005.0,Nigerian Used,66653.0,2500.0,Petrol,Automatic
1751,Toyota,2004.0,Nigerian Used,455708.0,2400.0,Petrol,Automatic
1753,Toyota,2008.0,Nigerian Used,203523.0,1800.0,Petrol,Automatic
1755,Toyota,2009.0,Nigerian Used,171431.0,1800.0,Petrol,Automatic
1756,Toyota,2006.0,Foreign Used,261877.0,1800.0,Petrol,Automatic
1757,Toyota,2008.0,Foreign Used,12500.0,3500.0,Petrol,Automatic
1758,Toyota,2002.0,Nigerian Used,107954.0,3000.0,Petrol,Automatic
1759,Lexus,2004.0,Nigerian Used,16767.0,3300.0,Petrol,Automatic
1760,Toyota,2004.0,Foreign Used,235467.0,2400.0,Petrol,Automatic
1761,Toyota,2006.0,Nigerian Used,145601.0,3300.0,Petrol,Automatic
1762,Toyota,2009.0,Nigerian Used,107036.0,3500.0,Petrol,Automatic
1763,Honda,2016.0,Nigerian Used,142904.0,3500.0,Petrol,Automatic
1764,Lexus,2008.0,Nigerian Used,112068.0,3500.0,Petrol,Automatic
1765,Mercedes-Benz,2006.0,Nigerian Used,96521.0,3500.0,Petrol,Automatic
1767,Toyota,2007.0,Nigerian Used,188149.0,2400.0,Petrol,Automatic
1768,Land Rover,2010.0,Nigerian Used,269558.0,5000.0,Petrol,Automatic
1769,Mazda,2007.0,Foreign Used,180255.0,2300.0,Petrol,Automatic
1771,Lexus,2004.0,Nigerian Used,16767.0,3300.0,Petrol,Automatic
1772,Toyota,2006.0,Foreign Used,261877.0,1800.0,Petrol,Automatic
1773,Toyota,2007.0,Foreign Used,170049.0,1600.0,Petrol,Automatic
1774,Mercedes-Benz,2012.0,Nigerian Used,164332.0,3500.0,Petrol,Automatic
1775,Honda,2007.0,Foreign Used,182702.0,3500.0,Petrol,Automatic
1776,Ford,2013.0,Foreign Used,126077.0,3500.0,Petrol,Automatic
1777,Toyota,2009.0,Foreign Used,122265.0,2400.0,Petrol,Automatic
1778,Chevrolet,2014.0,Foreign Used,200051.0,1400.0,Petrol,Automatic
1779,Honda,2007.0,Foreign Used,405706.0,3500.0,Petrol,Automatic
1780,Toyota,2009.0,Nigerian Used,147328.0,1800.0,Petrol,Automatic
1781,Toyota,2002.0,Foreign Used,210885.0,2400.0,Petrol,Automatic
1782,Honda,2016.0,Nigerian Used,142904.0,3500.0,Petrol,Automatic
1783,Lexus,2017.0,Foreign Used,59838.0,4600.0,Petrol,Automatic
1784,Toyota,2008.0,Nigerian Used,68836.0,2400.0,Petrol,Automatic
1785,Toyota,2004.0,Nigerian Used,455708.0,2400.0,Petrol,Automatic
1786,Honda,2011.0,Foreign Used,3621.0,3500.0,Petrol,Automatic
1787,Lexus,2007.0,Nigerian Used,269670.0,3500.0,Petrol,Automatic
1788,Infiniti,2002.0,Nigerian Used,286114.0,3500.0,Petrol,Automatic
1791,Mazda,2009.0,Nigerian Used,308351.0,3700.0,Petrol,Automatic
1792,Honda,2009.0,Nigerian Used,289764.0,3500.0,Petrol,Automatic
1793,Toyota,2009.0,Foreign Used,154195.0,3000.0,Petrol,Automatic
1794,Honda,2010.0,Nigerian Used,113850.0,3500.0,Petrol,Automatic
1795,Mercedes-Benz,2010.0,Nigerian Used,87147.0,3500.0,Petrol,Automatic
1796,Toyota,2007.0,Foreign Used,201452.0,1800.0,Petrol,Automatic
1797,Acura,2010.0,Nigerian Used,141652.0,3500.0,Petrol,Automatic
1798,Toyota,2007.0,Nigerian Used,152071.0,2400.0,Petrol,Automatic
1799,Toyota,2010.0,Nigerian Used,97244.0,3500.0,Petrol,Automatic
1801,Toyota,2010.0,Nigerian Used,211216.0,1800.0,Petrol,Automatic
1802,Lexus,2008.0,Nigerian Used,120028.0,3500.0,Petrol,Automatic
1803,Honda,2011.0,Foreign Used,110508.0,3500.0,Petrol,Automatic
1804,Honda,2015.0,Foreign Used,147874.0,2400.0,Petrol,Automatic
1807,Toyota,2007.0,Foreign Used,100605.0,3500.0,Petrol,Automatic
1809,Toyota,2003.0,Nigerian Used,487050.0,2400.0,Petrol,Automatic
1811,Honda,2007.0,Foreign Used,405706.0,3500.0,Petrol,Automatic
1812,Toyota,2008.0,Nigerian Used,459154.0,2400.0,Petrol,Automatic
1813,Toyota,2004.0,Foreign Used,229604.0,3000.0,Petrol,Automatic
1814,Toyota,2007.0,Foreign Used,97780.0,1800.0,Petrol,Automatic
1816,Nissan,2014.0,Nigerian Used,78271.0,2500.0,Petrol,Automatic
1817,Lexus,1999.0,Nigerian Used,59302.0,3500.0,Petrol,Automatic
1818,Toyota,2005.0,Foreign Used,158761.0,1800.0,Petrol,Automatic
1819,Toyota,2008.0,Nigerian Used,253998.0,2400.0,Petrol,Automatic
1820,Honda,2013.0,Foreign Used,135660.0,2400.0,Petrol,Automatic
1822,Toyota,2005.0,Foreign Used,299999.0,1800.0,Petrol,Automatic
1823,Honda,2014.0,Foreign Used,258099.0,2400.0,Petrol,Automatic
1824,Toyota,2009.0,Nigerian Used,146677.0,2400.0,Petrol,Automatic
1825,Toyota,2010.0,Nigerian Used,97673.0,2700.0,Petrol,Manual
1826,Mazda,2011.0,Foreign Used,208901.0,2000.0,Petrol,Automatic
1827,Mazda,2007.0,Foreign Used,180255.0,2300.0,Petrol,Automatic
1828,Toyota,2010.0,Nigerian Used,211216.0,1800.0,Petrol,Automatic
1829,Infiniti,2002.0,Nigerian Used,286114.0,3500.0,Petrol,Automatic
1830,Toyota,2004.0,Foreign Used,229604.0,3000.0,Petrol,Automatic
1831,Honda,2007.0,Foreign Used,125000.0,3500.0,Petrol,Automatic
1832,Hyundai,2009.0,Nigerian Used,368168.0,3300.0,Petrol,Automatic
1833,Honda,2007.0,Foreign Used,270810.0,3500.0,Petrol,Automatic
1834,Toyota,2007.0,Nigerian Used,152071.0,2400.0,Petrol,Automatic
1835,Hyundai,2014.0,Foreign Used,120005.0,3300.0,Petrol,Automatic
1836,Mitsubishi,2014.0,Nigerian Used,241710.0,2400.0,Petrol,Manual
1837,Toyota,2003.0,Nigerian Used,195566.0,2400.0,Petrol,Automatic
1838,Toyota,2006.0,Nigerian Used,351866.0,1600.0,Petrol,Automatic
1839,Hyundai,2012.0,Nigerian Used,78686.0,2400.0,Petrol,Automatic
1840,Honda,2006.0,Foreign Used,316207.0,3500.0,Petrol,Automatic
1841,Toyota,2006.0,Nigerian Used,252040.0,4000.0,Petrol,Automatic
1842,Ford,1999.0,Nigerian Used,182759.0,4600.0,Petrol,Automatic
1844,Nissan,2013.0,Foreign Used,42618.0,3500.0,Petrol,Automatic
1845,Honda,2017.0,Foreign Used,161271.0,2000.0,Petrol,Automatic
1846,Toyota,2013.0,Nigerian Used,228107.0,1800.0,Petrol,Automatic
1847,Toyota,2005.0,Foreign Used,202570.0,1800.0,Petrol,Automatic
1848,Chevrolet,2009.0,Nigerian Used,177319.0,2400.0,Petrol,Automatic
1849,Kia,2014.0,Nigerian Used,116180.0,1800.0,Petrol,Manual
1852,Toyota,2003.0,Nigerian Used,240839.0,3000.0,Petrol,Automatic
1853,Hyundai,2014.0,Nigerian Used,73822.0,1800.0,Petrol,Automatic
1854,Ford,1999.0,Nigerian Used,182759.0,4600.0,Petrol,Automatic
1855,Toyota,2007.0,Nigerian Used,339113.0,3500.0,Petrol,Automatic
1856,Toyota,2003.0,Nigerian Used,249141.0,2400.0,Petrol,Automatic
1857,Honda,2014.0,Foreign Used,258099.0,2400.0,Petrol,Automatic
1858,Infiniti,2000.0,Nigerian Used,324259.0,3000.0,Petrol,Automatic
1859,Pontiac,2003.0,Nigerian Used,142523.0,1800.0,Petrol,Automatic
1860,Nissan,2005.0,Foreign Used,98697.0,5600.0,Petrol,Automatic
1863,Lexus,2004.0,Nigerian Used,268444.0,3000.0,Petrol,Automatic
1864,Toyota,2002.0,Nigerian Used,104944.0,3000.0,Petrol,Automatic
1865,Mercedes-Benz,2016.0,Nigerian Used,27120.0,2000.0,Petrol,Automatic
1867,Hyundai,2011.0,Nigerian Used,224612.0,2400.0,Petrol,Automatic
1868,Toyota,2009.0,Nigerian Used,167474.0,2400.0,Petrol,Automatic
1869,Toyota,2004.0,Nigerian Used,135526.0,2400.0,Petrol,Automatic
1870,Nissan,2012.0,Foreign Used,163526.0,3500.0,Petrol,Automatic
1871,Toyota,2010.0,Nigerian Used,1134383.0,3500.0,Petrol,Automatic
1872,Toyota,2004.0,Nigerian Used,274604.0,3000.0,Petrol,Automatic
1873,Toyota,2007.0,Foreign Used,124417.0,1800.0,Petrol,Automatic
1874,Kia,2011.0,Nigerian Used,128051.0,3500.0,Petrol,Automatic
1875,Toyota,2014.0,Nigerian Used,51400.0,3500.0,Petrol,Automatic
1877,Toyota,2009.0,Nigerian Used,165863.0,1800.0,Petrol,Automatic
1878,Toyota,2003.0,Nigerian Used,487050.0,2400.0,Petrol,Automatic
1879,Lexus,2008.0,Foreign Used,198621.0,3500.0,Petrol,Automatic
1881,Toyota,2007.0,Nigerian Used,145058.0,2400.0,Petrol,Automatic
1882,Toyota,2003.0,Nigerian Used,271092.0,2400.0,Petrol,Automatic
1883,Honda,2012.0,Nigerian Used,39002.0,3500.0,Petrol,Automatic
1884,Nissan,2010.0,Foreign Used,353097.0,2500.0,Petrol,Automatic
1886,Toyota,2002.0,Nigerian Used,107954.0,3000.0,Petrol,Automatic
1887,Mazda,2009.0,Nigerian Used,308351.0,3700.0,Petrol,Automatic
1888,Lexus,1999.0,Nigerian Used,53312.0,3000.0,Petrol,Automatic
1889,Toyota,2003.0,Nigerian Used,249141.0,2400.0,Petrol,Automatic
1890,Nissan,2010.0,Nigerian Used,83077.0,4500.0,Petrol,Manual
1891,Honda,2005.0,Nigerian Used,24726.0,2400.0,Petrol,Automatic
1892,Lexus,2002.0,Nigerian Used,317078.0,3300.0,Petrol,Automatic
1893,Toyota,2008.0,Foreign Used,152808.0,2000.0,Petrol,Automatic
1894,Pontiac,2003.0,Nigerian Used,142523.0,1800.0,Petrol,Automatic
1895,Toyota,2004.0,Nigerian Used,274604.0,3000.0,Petrol,Automatic
1896,Honda,2012.0,Foreign Used,79396.0,2400.0,Petrol,Automatic
